-31.2802,2.07611,-16.4259
-31.1376,2.15704,-16.6773
-31.0231,2.20612,-16.8831
-31.0225,2.20388,-16.8849
-31.2063,2.1837,-16.5398
-31.2521,2.11685,-16.4692
-31.4061,2.05562,-16.1912
-31.4433,2.04782,-16.1223
-31.5199,2.06001,-15.9734
-31.569,2.08842,-15.8729
-30.8318,2.40134,-17.1989
-30.8301,2.39968,-17.2026
-30.7934,2.49815,-17.2481
-30.8065,2.45298,-17.2344
-31.6994,2.19439,-15.5982
-31.6896,2.16531,-15.6241
-30.7466,2.6156,-17.308
-30.7437,2.62129,-17.3121
-30.6375,2.8101,-17.4676
-30.653,2.8224,-17.435
-31.8798,2.41711,-15.1994
-31.8776,2.4105,-15.2052
-30.6019,2.8138,-17.5345
-30.6062,2.81139,-17.5269
-31.9361,2.56023,-15.0566
-31.9836,2.58927,-14.959
-30.5365,2.76441,-17.6713
-30.5497,2.77583,-17.6433
-32.0232,2.67798,-14.8616
-32.0235,2.67438,-14.8619
-30.4078,2.70634,-17.9307
-30.4027,2.70071,-17.9418
-32.0864,3.04038,-14.6513
-32.0921,2.98943,-14.6531
-32.1051,2.98144,-14.6302
-32.1031,2.94653,-14.6428
-30.2398,2.78735,-18.2307
-30.2498,2.78543,-18.212
-32.1486,3.12205,-14.5125
-32.1597,3.1834,-14.4763
-30.1988,2.84611,-18.294
-30.1856,2.85309,-18.3175
-32.1952,3.33785,-14.3702
-32.1719,3.37444,-14.4055
-30.0942,2.90776,-18.4779
-30.1251,2.87303,-18.4277
-32.2202,3.46939,-14.29
-32.2305,3.47971,-14.2678
-30.0258,2.96249,-18.5946
-30.0179,2.98385,-18.6044
-29.9409,3.0186,-18.7423
-29.9272,3.02582,-18.7667
-29.8834,3.05115,-18.8439
-29.8742,3.05937,-18.8594
-32.2813,3.85937,-14.0768
-32.2639,3.82285,-14.119
-29.8397,3.04324,-18.9289
-29.8305,3.08582,-18.936
-32.2942,4.12004,-13.9876
-32.2903,4.1569,-13.9858
-29.7786,3.05856,-19.0416
-29.7562,3.08246,-19.0782
-32.3022,4.1938,-13.9541
-32.2806,4.21408,-13.9902
-29.6561,3.15051,-19.2521
-29.6522,3.15916,-19.2572
-32.2989,4.298,-13.9345
-32.2971,4.3031,-13.9367
-29.5591,3.34896,-19.3876
-29.5236,3.33927,-19.4574
-32.3156,4.32391,-13.8963
-32.3035,4.34177,-13.9149
-29.4718,3.35896,-19.5513
-29.4691,3.36443,-19.555
-29.4589,3.45152,-19.5528
-29.409,3.48899,-19.6387
-29.3834,3.53091,-19.6769
-29.3665,3.56274,-19.7013
-32.2999,4.78364,-13.8121
-32.2981,4.72923,-13.8291
-29.2331,3.83332,-19.8882
-29.2723,3.74999,-19.8342
-29.1637,3.95789,-19.9894
-29.1536,3.96188,-20.0076
-32.2948,5.36949,-13.6764
-32.2772,5.63365,-13.6444
-32.1721,6.35652,-13.6652
-32.1733,6.30573,-13.6754
-28.9783,4.3011,-20.2573
-28.9776,4.29931,-20.2591
-28.8474,4.6116,-20.4294
-28.8486,4.61131,-20.4272
-32.0132,7.34151,-13.7233
-32.0034,7.38497,-13.7311
-28.8373,4.69905,-20.427
-28.8575,4.53904,-20.4283
-28.7003,5.1232,-20.5826
-28.7063,5.09867,-20.5772
-31.9849,7.7833,-13.6675
-31.9862,7.78066,-13.6657
-28.6382,5.24131,-20.6715
-28.6315,5.25,-20.6822
-32.0287,7.81092,-13.5774
-32.0253,7.80888,-13.5844
-28.5995,5.26727,-20.7388
-28.5966,5.26702,-20.7444
-28.4963,5.24635,-20.9405
-28.4635,5.2322,-21.0065
-28.2985,5.1771,-21.3345
-28.2976,5.17648,-21.3363
-28.2471,5.18022,-21.4315
-28.1916,5.16245,-21.5416
-32.4725,8.05165,-12.6725
-32.3781,7.98198,-12.8694
-32.6066,8.1483,-12.3931
-32.5648,8.12122,-12.4795
-28.076,5.17478,-21.7587
-28.0207,5.15228,-21.8696
-32.6269,8.17997,-12.3467
-32.7262,8.27472,-12.134
-32.7881,8.36595,-11.9934
-32.7543,8.3211,-12.0689
-27.9408,5.10895,-22.0324
-27.8706,5.12242,-22.1628
-32.8917,8.50113,-11.7626
-32.8453,8.434,-11.8676
-33.0009,8.72533,-11.4991
-33.0229,8.79006,-11.4412
-27.5783,5.10773,-22.723
-27.5778,5.10704,-22.7242
-33.0588,8.85227,-11.3572
-33.0486,8.821,-11.3846
-27.553,5.11406,-22.7697
-27.5581,5.10945,-22.7611
-27.4303,5.09435,-23.0084
-27.4438,5.09683,-22.982
-33.2367,9.4593,-10.8678
-33.2172,9.40507,-10.9184
-33.4636,11.1951,-10.0049
-33.4728,11.2585,-9.97177
-26.2141,5.34227,-25.2627
-26.2594,5.34519,-25.1759
-27.4696,5.08255,-22.9363
-27.4098,5.08628,-23.0494
-33.432,11.0086,-10.1115
-33.4324,11.0465,-10.1013
-26.3149,5.33109,-25.0736
-26.3496,5.32048,-25.0101
-27.2916,5.08887,-23.2739
-27.287,5.08955,-23.2823
-33.3599,10.2471,-10.4377
-33.338,9.97379,-10.5473
-33.4225,10.8039,-10.1804
-33.4234,10.7791,-10.1848
-32.6679,9.45106,-11.9531
-32.6068,9.37664,-12.088
-31.8375,8.97439,-13.6528
-31.7418,8.89996,-13.8535
-29.7088,9.92711,-17.47
-29.6797,9.92741,-17.5254
-28.6046,9.76007,-19.6142
-28.7681,9.81428,-19.2894
-27.5001,6.08866,-22.6286
-27.4999,6.09072,-22.6285
-26.4939,5.22867,-24.7582
-26.5545,5.21362,-24.6465
-33.3355,10.0782,-10.5262
-33.3606,10.2559,-10.4341
-33.409,10.6983,-10.2323
-33.4097,10.6963,-10.2314
-26.5699,5.19793,-24.6211
-26.5728,5.18928,-24.6177
-27.1773,5.08395,-23.4927
-27.1757,5.08094,-23.4964
-26.7526,5.13266,-24.2893
-26.6899,5.14528,-24.4055
-27.0117,5.09285,-23.8058
-27.0667,5.08995,-23.7018
-26.8678,5.13125,-24.0703
-26.8663,5.12965,-24.0736
